Date,Year,Month,Day,UWND,VWND,WSPD,WDIR
2005-01-01,2005,Januari,1,5.5,,7.7,135.1
2005-01-02,2005,Januari,2,,,1.8,202.3
2005-01-03,2005,Januari,3,0.3,0.9,0.9,20.1
2005-01-04,2005,Januari,4,1.3,1.3,1.8,44.2
2005-01-05,2005,Januari,5,1.4,1.7,2.2,39.9
2005-01-06,2005,Januari,6,4.8,3.5,6.0,54.0
2005-01-07,2005,Januari,7,5.0,4.3,6.6,48.9
2005-01-08,2005,Januari,8,9.2,2.6,9.6,74.1
2005-01-09,2005,Januari,9,9.6,2.0,9.8,78.3
2005-01-10,2005,Januari,10,8.9,3.4,9.5,69.0
2005-01-11,2005,Januari,11,6.8,3.9,7.8,60.5
2005-01-12,2005,Januari,12,7.4,3.8,8.4,62.7
2005-01-13,2005,Januari,13,8.0,0.4,8.0,86.8
2005-01-14,2005,Januari,14,7.9,0.6,7.9,85.8
2005-01-15,2005,Januari,15,5.3,0.1,5.3,88.6
2005-01-16,2005,Januari,16,2.1,,2.1,105.1
2005-01-17,2005,Januari,17,1.3,0.0,1.3,91.3
2005-01-18,2005,Januari,18,1.4,,1.6,119.4
2005-01-19,2005,Januari,19,1.8,,3.6,151.2
2005-01-20,2005,Januari,20,1.3,,1.7,130.5
2005-01-21,2005,Januari,21,0.0,0.3,0.3,355.2
2005-01-22,2005,Januari,22,,1.1,1.6,314.2
2005-01-23,2005,Januari,23,,2.3,2.9,322.3
2005-01-24,2005,Januari,24,,0.8,1.8,295.2
2005-01-25,2005,Januari,25,,,2.9,193.6
2005-01-26,2005,Januari,26,2.5,,3.4,133.2
2005-01-27,2005,Januari,27,3.0,,3.1,107.4
2005-01-28,2005,Januari,28,4.0,,4.1,100.0
2005-01-29,2005,Januari,29,1.9,1.8,2.6,47.3
2005-01-30,2005,Januari,30,1.6,0.5,1.7,72.8
2005-01-31,2005,Januari,31,1.9,,2.4,129.8
2005-02-01,2005,Februari,1,1.4,,2.6,149.0
2005-02-02,2005,Februari,2,,,3.8,190.9
2005-02-03,2005,Februari,3,,,2.7,224.0
2005-02-04,2005,Februari,4,0.2,1.0,1.0,13.3
2005-02-05,2005,Februari,5,2.2,2.1,3.1,45.5
2005-02-06,2005,Februari,6,2.8,0.0,2.8,90.8
2005-02-07,2005,Februari,7,0.5,,3.3,171.6
2005-02-08,2005,Februari,8,,,1.7,227.9
2005-02-09,2005,Februari,9,,1.4,1.9,314.4
2005-02-10,2005,Februari,10,,,4.2,206.2
2005-02-11,2005,Februari,11,0.5,,4.3,173.9
2005-02-12,2005,Februari,12,0.7,,2.7,165.4
2005-02-13,2005,Februari,13,,,2.2,242.6
2005-02-14,2005,Februari,14,,,4.4,249.3
2005-02-15,2005,Februari,15,,,1.7,261.2
2005-02-16,2005,Februari,16,,1.6,1.6,358.2
2005-02-17,2005,Februari,17,,,1.5,234.4
2005-02-18,2005,Februari,18,,0.8,2.4,289.2
2005-02-19,2005,Februari,19,0.2,0.8,0.8,13.1
2005-02-20,2005,Februari,20,1.2,,1.4,118.2
2005-02-21,2005,Februari,21,3.7,0.6,3.7,80.1
2005-02-22,2005,Februari,22,3.0,0.3,3.0,84.0
2005-02-23,2005,Februari,23,0.2,,1.2,168.9
2005-02-24,2005,Februari,24,,0.8,1.7,298.4
2005-02-25,2005,Februari,25,,2.9,3.1,339.1
2005-02-26,2005,Februari,26,1.8,3.2,3.7,29.7
2005-02-27,2005,Februari,27,,0.8,2.3,289.8
2005-02-28,2005,Februari,28,,,3.0,210.3
2005-03-01,2005,Maret,1,,0.7,1.1,310.6
2005-03-02,2005,Maret,2,,2.5,2.8,334.6
2005-03-03,2005,Maret,3,,2.5,3.5,314.6
2005-03-04,2005,Maret,4,,,2.7,253.7
2005-03-05,2005,Maret,5,,,2.2,228.0
2005-03-06,2005,Maret,6,,1.1,1.5,317.3
2005-03-07,2005,Maret,7,,,2.4,258.8
2005-03-08,2005,Maret,8,,1.0,4.1,284.6
2005-03-09,2005,Maret,9,0.6,,0.7,114.2
2005-03-10,2005,Maret,10,0.5,,0.6,108.0
2005-03-11,2005,Maret,11,1.6,0.6,1.8,69.4
2005-03-12,2005,Maret,12,2.0,0.5,2.1,77.6
2005-03-13,2005,Maret,13,2.4,,2.4,93.5
2005-03-14,2005,Maret,14,2.5,,3.1,127.0
2005-03-15,2005,Maret,15,0.7,,3.3,168.1
2005-03-16,2005,Maret,16,1.3,,3.3,156.2
2005-03-17,2005,Maret,17,2.9,,4.4,138.8
2005-03-18,2005,Maret,18,4.3,,5.2,125.1
2005-03-19,2005,Maret,19,3.4,,3.4,90.8
2005-03-20,2005,Maret,20,3.7,1.8,4.1,64.9
2005-03-21,2005,Maret,21,5.4,3.1,6.2,59.9
2005-03-22,2005,Maret,22,2.5,,2.5,99.0
2005-03-23,2005,Maret,23,2.4,0.9,2.6,68.4
2005-03-24,2005,Maret,24,2.0,0.1,2.0,87.0
2005-03-25,2005,Maret,25,5.1,,5.2,100.0
2005-03-26,2005,Maret,26,4.5,,4.7,104.6
2005-03-27,2005,Maret,27,4.5,0.8,4.6,80.5
2005-03-28,2005,Maret,28,6.1,,6.1,94.0
2005-03-29,2005,Maret,29,6.1,,6.4,106.7
2005-03-30,2005,Maret,30,4.4,,5.4,125.5
2005-03-31,2005,Maret,31,7.1,,8.1,118.8
2005-04-01,2005,April,1,5.4,0.0,5.4,89.7
2005-04-02,2005,April,2,2.4,3.5,4.2,33.9
2005-04-03,2005,April,3,1.9,3.9,4.4,25.9
2005-04-04,2005,April,4,0.3,3.6,3.6,4.3
2005-04-05,2005,April,5,2.3,0.5,2.3,77.3
2005-04-06,2005,April,6,2.3,,3.0,130.8
2005-04-07,2005,April,7,,,1.4,182.4
2005-04-08,2005,April,8,0.8,0.9,1.2,42.2
2005-04-09,2005,April,9,0.0,0.1,0.1,18.4
2005-04-10,2005,April,10,,,0.3,249.5
2005-04-11,2005,April,11,,,1.4,231.2
2005-04-12,2005,April,12,,,0.9,189.4
2005-04-13,2005,April,13,0.9,,1.0,118.1
2005-04-14,2005,April,14,3.4,,3.6,107.3
2005-04-15,2005,April,15,4.2,,4.7,118.4
2005-04-16,2005,April,16,3.7,0.9,3.8,76.7
2005-04-17,2005,April,17,3.6,,3.6,91.3
2005-04-18,2005,April,18,3.5,0.1,3.5,88.8
2005-04-19,2005,April,19,1.4,,1.4,92.6
2005-04-20,2005,April,20,2.8,,2.9,103.7
2005-04-21,2005,April,21,1.9,,2.7,134.7
2005-04-22,2005,April,22,1.6,1.5,2.2,47.9
2005-04-23,2005,April,23,0.9,3.1,3.2,17.0
2005-04-24,2005,April,24,,1.6,1.6,350.8
2005-04-25,2005,April,25,0.7,,0.8,119.1
2005-04-26,2005,April,26,1.6,1.2,2.0,51.8
2005-04-27,2005,April,27,0.1,0.6,0.6,5.0
2005-04-28,2005,April,28,0.1,0.8,0.8,6.8
2005-04-29,2005,April,29,,0.9,1.6,305.2
2005-04-30,2005,April,30,1.0,2.4,2.6,22.6
2005-05-01,2005,Mei,1,0.3,0.5,0.6,32.6
2005-05-02,2005,Mei,2,2.7,,3.9,136.6
2005-05-03,2005,Mei,3,5.4,0.6,5.4,84.0
2005-05-04,2005,Mei,4,6.5,,6.5,95.6
2005-05-05,2005,Mei,5,3.3,,4.3,130.4
2005-05-06,2005,Mei,6,5.5,0.1,5.5,88.7
2005-05-07,2005,Mei,7,6.1,,6.1,93.3
2005-05-08,2005,Mei,8,5.0,4.0,6.4,51.4
2005-05-09,2005,Mei,9,7.9,4.5,9.1,60.1
2005-05-10,2005,Mei,10,7.8,3.7,8.7,65.0
2005-05-11,2005,Mei,11,6.8,3.9,7.8,59.9
2005-05-12,2005,Mei,12,5.4,4.5,7.0,50.0
2005-05-13,2005,Mei,13,2.2,3.6,4.2,32.0
2005-05-14,2005,Mei,14,3.7,2.0,4.2,61.2
2005-05-15,2005,Mei,15,3.9,1.8,4.3,65.8
2005-05-16,2005,Mei,16,2.8,0.6,2.9,79.0
2005-05-17,2005,Mei,17,3.2,,3.2,102.5
2005-05-18,2005,Mei,18,3.1,,3.3,112.4
2005-05-19,2005,Mei,19,,,2.4,187.5
2005-05-20,2005,Mei,20,,,3.5,207.9
2005-05-21,2005,Mei,21,,,3.9,261.2
2005-05-22,2005,Mei,22,,1.4,3.4,294.0
2005-05-23,2005,Mei,23,,3.0,3.3,337.1
2005-05-24,2005,Mei,24,0.3,2.5,2.5,6.3
2005-05-25,2005,Mei,25,,1.9,2.1,334.2
2005-05-26,2005,Mei,26,,1.7,2.6,310.4
2005-05-27,2005,Mei,27,,0.9,2.4,293.2
2005-05-28,2005,Mei,28,,1.2,2.0,305.7
2005-05-29,2005,Mei,29,,1.6,2.4,310.3
2005-05-30,2005,Mei,30,0.0,,0.2,179.4
2005-05-31,2005,Mei,31,1.0,2.1,2.4,26.0
2005-06-01,2005,Juni,1,0.7,1.1,1.2,31.8
2005-06-02,2005,Juni,2,1.4,0.5,1.5,71.1
2005-06-03,2005,Juni,3,4.7,1.0,4.8,78.3
2005-06-04,2005,Juni,4,,2.9,3.4,328.8
2005-06-05,2005,Juni,5,,3.1,4.9,309.5
2005-06-06,2005,Juni,6,,2.1,2.4,335.5
2005-06-07,2005,Juni,7,2.7,2.7,3.8,45.6
2005-06-08,2005,Juni,8,2.8,3.0,4.1,42.4
2005-06-09,2005,Juni,9,0.0,1.6,1.6,358.8
2005-06-10,2005,Juni,10,2.3,,3.4,137.8
2005-06-11,2005,Juni,11,3.7,0.7,3.8,79.4
2005-06-12,2005,Juni,12,7.2,2.9,7.7,68.0
2005-06-13,2005,Juni,13,5.5,1.4,5.7,75.8
2005-06-14,2005,Juni,14,6.1,0.4,6.2,86.7
2005-06-15,2005,Juni,15,8.0,0.9,8.0,83.7
2005-06-16,2005,Juni,16,7.9,1.6,8.0,78.8
2005-06-17,2005,Juni,17,7.2,2.6,7.6,70.2
2005-06-18,2005,Juni,18,8.6,2.4,8.9,74.3
2005-06-19,2005,Juni,19,7.7,4.4,8.8,60.4
2005-06-20,2005,Juni,20,5.9,3.7,7.0,58.0
2005-06-21,2005,Juni,21,5.3,2.0,5.7,69.6
2005-06-22,2005,Juni,22,3.1,1.4,3.4,66.8
2005-06-23,2005,Juni,23,3.8,2.6,4.6,55.7
2005-06-24,2005,Juni,24,5.9,3.0,6.6,63.3
2005-06-25,2005,Juni,25,5.6,2.9,6.3,62.6
2005-06-26,2005,Juni,26,3.9,2.0,4.3,62.5
2005-06-27,2005,Juni,27,4.2,0.0,4.2,89.7
2005-06-28,2005,Juni,28,3.8,0.0,3.8,90.7
2005-06-29,2005,Juni,29,0.1,0.0,0.1,80.6
2005-06-30,2005,Juni,30,,1.1,1.9,306.0
2005-07-01,2005,Juli,1,0.9,0.5,1.1,59.9
2005-07-02,2005,Juli,2,3.0,3.1,4.3,44.3
2005-07-03,2005,Juli,3,2.1,2.2,3.1,43.7
2005-07-04,2005,Juli,4,0.1,0.9,0.9,9.3
2005-07-05,2005,Juli,5,0.1,1.6,1.6,2.4
2005-07-06,2005,Juli,6,,0.5,0.5,350.9
2005-07-07,2005,Juli,7,4.2,3.4,5.4,51.5
2005-07-08,2005,Juli,8,3.2,3.0,4.4,47.1
2005-07-09,2005,Juli,9,6.4,0.8,6.5,83.4
2005-07-10,2005,Juli,10,7.9,,8.0,100.2
2005-07-11,2005,Juli,11,6.8,,6.8,92.1
2005-07-12,2005,Juli,12,7.9,0.7,7.9,84.9
2005-07-13,2005,Juli,13,7.4,3.8,8.3,62.6
2005-07-14,2005,Juli,14,5.9,0.2,5.9,88.0
2005-07-15,2005,Juli,15,2.8,,3.8,131.6
2005-07-16,2005,Juli,16,4.0,,5.8,137.3
2005-07-17,2005,Juli,17,3.6,,5.0,133.0
2005-07-18,2005,Juli,18,3.0,0.3,3.1,84.1
2005-07-19,2005,Juli,19,3.0,4.0,5.0,36.5
2005-07-20,2005,Juli,20,3.9,2.5,4.6,57.8
2005-07-21,2005,Juli,21,3.9,2.3,4.5,59.6
2005-07-22,2005,Juli,22,1.3,4.6,4.8,15.6
2005-07-23,2005,Juli,23,2.1,4.5,5.0,24.7
2005-07-24,2005,Juli,24,1.8,4.7,5.0,20.7
2005-07-25,2005,Juli,25,3.3,4.1,5.2,39.3
2005-07-26,2005,Juli,26,0.9,7.1,7.1,7.5
2005-07-27,2005,Juli,27,0.3,7.7,7.7,1.9
2005-07-28,2005,Juli,28,,5.3,5.4,346.5
2005-07-29,2005,Juli,29,,4.5,4.5,357.2
2005-07-30,2005,Juli,30,1.2,5.5,5.7,12.0
2005-07-31,2005,Juli,31,0.8,6.0,6.1,8.0
2005-08-01,2005,Agustus,1,1.5,4.5,4.8,18.3
2005-08-02,2005,Agustus,2,0.9,4.5,4.6,11.9
2005-08-03,2005,Agustus,3,,6.0,6.4,341.6
2005-08-04,2005,Agustus,4,,5.2,5.2,351.5
2005-08-05,2005,Agustus,5,2.3,2.0,3.0,49.3
2005-08-06,2005,Agustus,6,3.5,1.8,3.9,62.9
2005-08-07,2005,Agustus,7,4.0,3.2,5.1,51.1
2005-08-08,2005,Agustus,8,4.0,3.7,5.5,47.5
2005-08-09,2005,Agustus,9,2.0,2.8,3.4,36.2
2005-08-10,2005,Agustus,10,1.6,2.9,3.3,29.5
2005-08-11,2005,Agustus,11,4.7,5.7,7.4,39.9
2005-08-12,2005,Agustus,12,3.3,6.5,7.3,27.4
2005-08-13,2005,Agustus,13,,7.2,7.2,358.8
2005-08-14,2005,Agustus,14,,4.5,5.6,322.4
2005-08-15,2005,Agustus,15,,3.1,3.8,324.3
2005-08-16,2005,Agustus,16,0.9,1.0,1.3,41.7
2005-08-17,2005,Agustus,17,3.4,2.0,4.0,59.5
2005-08-18,2005,Agustus,18,1.2,2.6,2.8,24.5
2005-08-19,2005,Agustus,19,1.5,1.4,2.0,48.1
2005-08-20,2005,Agustus,20,0.2,2.1,2.1,5.8
2005-08-21,2005,Agustus,21,1.3,4.3,4.5,16.8
2005-08-22,2005,Agustus,22,0.7,3.0,3.1,12.4
2005-08-23,2005,Agustus,23,2.9,1.4,3.2,63.5
2005-08-24,2005,Agustus,24,3.5,,3.5,91.1
2005-08-25,2005,Agustus,25,5.7,,5.7,99.2
2005-08-26,2005,Agustus,26,4.3,,4.4,103.9
2005-08-27,2005,Agustus,27,4.2,,4.2,99.4
2005-08-28,2005,Agustus,28,2.2,,2.2,99.1
2005-08-29,2005,Agustus,29,1.6,0.7,1.7,66.7
2005-08-30,2005,Agustus,30,6.1,,6.2,101.6
2005-08-31,2005,Agustus,31,8.9,,9.2,104.8
2005-09-01,2005,September,1,8.9,,9.2,105.4
2005-09-02,2005,September,2,5.4,,5.4,99.1
2005-09-03,2005,September,3,5.6,,5.9,106.9
2005-09-04,2005,September,4,6.1,,8.1,130.4
2005-09-05,2005,September,5,10.1,,10.8,111.2
2005-09-06,2005,September,6,7.7,,8.1,108.8
2005-09-07,2005,September,7,6.6,,7.1,111.4
2005-09-08,2005,September,8,4.6,0.3,4.7,86.6
2005-09-09,2005,September,9,1.3,2.8,3.1,24.5
2005-09-10,2005,September,10,0.6,1.6,1.8,20.7
2005-09-11,2005,September,11,1.6,0.8,1.8,62.3
2005-09-12,2005,September,12,2.3,1.1,2.5,63.4
2005-09-13,2005,September,13,0.6,3.0,3.1,10.6
2005-09-14,2005,September,14,0.8,3.2,3.3,14.6
2005-09-15,2005,September,15,,3.3,3.4,350.3
2005-09-16,2005,September,16,0.8,3.5,3.6,13.5
2005-09-17,2005,September,17,1.4,3.0,3.4,24.9
2005-09-18,2005,September,18,2.3,2.7,3.5,40.5
2005-09-19,2005,September,19,2.9,2.4,3.7,50.2
2005-09-20,2005,September,20,0.2,1.6,1.6,9.2
2005-09-21,2005,September,21,,1.1,2.8,293.8
2005-09-22,2005,September,22,,1.6,2.5,311.2
2005-09-23,2005,September,23,1.6,,2.1,130.2
2005-09-24,2005,September,24,3.8,0.9,3.9,77.0
2005-09-25,2005,September,25,2.3,2.5,3.4,42.8
2005-09-26,2005,September,26,0.4,3.0,3.0,7.5
2005-09-27,2005,September,27,,2.6,3.1,325.0
2005-09-28,2005,September,28,0.4,,0.9,151.3
2005-09-29,2005,September,29,3.7,,3.9,110.3
2005-09-30,2005,September,30,2.6,,3.2,126.4
2005-10-01,2005,Oktober,1,5.9,,6.4,112.4
2005-10-02,2005,Oktober,2,3.8,0.7,3.9,80.2
2005-10-03,2005,Oktober,3,3.6,2.1,4.2,59.8
2005-10-04,2005,Oktober,4,0.8,2.2,2.3,19.8
2005-10-05,2005,Oktober,5,,3.2,3.5,336.0
2005-10-06,2005,Oktober,6,0.3,3.0,3.0,5.2
2005-10-07,2005,Oktober,7,3.6,1.9,4.1,62.1
2005-10-08,2005,Oktober,8,4.4,,4.7,109.1
2005-10-09,2005,Oktober,9,9.0,,9.0,91.0
2005-10-10,2005,Oktober,10,9.1,,9.3,101.7
2005-10-11,2005,Oktober,11,8.0,,8.3,104.9
2005-10-12,2005,Oktober,12,4.4,,7.6,145.0
2005-10-13,2005,Oktober,13,3.1,,6.3,150.1
2005-10-14,2005,Oktober,14,2.8,,5.4,148.7
2005-10-15,2005,Oktober,15,3.1,,3.1,99.9
2005-10-16,2005,Oktober,16,3.0,0.2,3.0,86.0
2005-10-17,2005,Oktober,17,4.9,3.6,6.0,54.0
2005-10-18,2005,Oktober,18,6.0,0.8,6.0,82.7
2005-10-19,2005,Oktober,19,5.2,2.5,5.8,64.5
2005-10-20,2005,Oktober,20,5.3,1.0,5.4,79.1
2005-10-21,2005,Oktober,21,3.1,1.8,3.6,59.6
2005-10-22,2005,Oktober,22,2.8,3.9,4.8,35.9
2005-10-23,2005,Oktober,23,4.9,0.9,5.0,79.1
2005-10-24,2005,Oktober,24,2.6,1.8,3.2,55.1
2005-10-25,2005,Oktober,25,2.6,2.7,3.7,44.1
2005-10-26,2005,Oktober,26,1.3,4.3,4.5,16.3
2005-10-27,2005,Oktober,27,1.5,0.2,1.5,83.6
2005-10-28,2005,Oktober,28,2.2,,5.0,153.9
2005-10-29,2005,Oktober,29,4.7,,4.7,94.3
2005-10-30,2005,Oktober,30,4.5,0.4,4.5,85.3
2005-10-31,2005,Oktober,31,7.1,1.3,7.2,79.3
2005-11-01,2005,November,1,9.5,,9.6,95.0
2005-11-02,2005,November,2,7.8,,7.9,99.1
2005-11-03,2005,November,3,6.3,1.3,6.4,78.2
2005-11-04,2005,November,4,5.1,3.6,6.3,55.0
2005-11-05,2005,November,5,5.2,3.0,6.0,59.7
2005-11-06,2005,November,6,4.7,2.0,5.1,66.9
2005-11-07,2005,November,7,1.1,3.7,3.9,16.6
2005-11-08,2005,November,8,,5.0,5.0,350.8
2005-11-09,2005,November,9,0.8,2.0,2.1,20.5
2005-11-10,2005,November,10,1.2,,1.3,94.8
2005-11-11,2005,November,11,2.4,0.1,2.4,86.4
2005-11-12,2005,November,12,0.2,,1.0,165.1
2005-11-13,2005,November,13,2.6,,4.6,145.6
2005-11-14,2005,November,14,8.2,,8.3,96.8
2005-11-15,2005,November,15,9.8,2.4,10.1,76.5
2005-11-16,2005,November,16,9.2,3.2,9.7,70.5
2005-11-17,2005,November,17,8.8,1.1,8.8,82.9
2005-11-18,2005,November,18,9.5,0.9,9.5,84.6
2005-11-19,2005,November,19,9.6,2.1,9.8,77.4
2005-11-20,2005,November,20,7.3,1.4,7.4,79.2
2005-11-21,2005,November,21,5.3,,5.3,98.3
2005-11-22,2005,November,22,5.5,,5.9,110.6
2005-11-23,2005,November,23,4.3,,5.4,127.4
2005-11-24,2005,November,24,3.8,,4.3,118.0
2005-11-25,2005,November,25,4.2,,4.2,100.2
2005-11-26,2005,November,26,3.8,,3.8,92.3
2005-11-27,2005,November,27,2.9,1.6,3.4,60.6
2005-11-28,2005,November,28,1.2,4.4,4.5,15.9
2005-11-29,2005,November,29,1.5,4.0,4.2,21.1
2005-11-30,2005,November,30,2.2,3.6,4.2,31.2
2005-12-01,2005,Desember,1,2.0,4.1,4.6,26.0
2005-12-02,2005,Desember,2,1.2,2.8,3.1,23.4
2005-12-03,2005,Desember,3,4.1,0.3,4.1,85.3
2005-12-04,2005,Desember,4,5.7,,6.2,112.3
2005-12-05,2005,Desember,5,4.9,,5.0,105.1
2005-12-06,2005,Desember,6,5.9,,5.9,91.2
2005-12-07,2005,Desember,7,5.0,0.8,5.1,80.4
2005-12-08,2005,Desember,8,5.2,0.9,5.2,80.0
2005-12-09,2005,Desember,9,4.1,0.3,4.1,85.6
2005-12-10,2005,Desember,10,5.8,,7.2,126.0
2005-12-11,2005,Desember,11,4.8,,5.6,122.2
2005-12-12,2005,Desember,12,3.9,,4.9,127.2
2005-12-13,2005,Desember,13,5.4,,5.9,113.8
2005-12-14,2005,Desember,14,6.8,0.0,6.8,89.8
2005-12-15,2005,Desember,15,6.2,1.1,6.2,79.9
2005-12-16,2005,Desember,16,5.5,0.2,5.5,88.2
2005-12-17,2005,Desember,17,6.3,,6.3,95.6
2005-12-18,2005,Desember,18,7.2,,7.5,105.2
2005-12-19,2005,Desember,19,6.4,,7.0,113.7
2005-12-20,2005,Desember,20,8.1,,8.2,95.2
2005-12-21,2005,Desember,21,7.3,,7.4,100.6
2005-12-22,2005,Desember,22,6.4,,6.9,111.7
2005-12-23,2005,Desember,23,6.2,,7.4,122.6
2005-12-24,2005,Desember,24,3.2,,4.0,125.4
2005-12-25,2005,Desember,25,0.1,0.7,0.7,12.2
2005-12-26,2005,Desember,26,0.6,1.1,1.2,28.2
2005-12-27,2005,Desember,27,2.4,,2.8,120.9
2005-12-28,2005,Desember,28,2.2,,3.4,138.1
2005-12-29,2005,Desember,29,3.1,,3.6,122.3
2005-12-30,2005,Desember,30,2.6,,5.9,153.7
2005-12-31,2005,Desember,31,1.7,,2.8,141.9
2006-01-01,2006,Januari,1,3.6,0.8,3.7,76.8
2006-01-02,2006,Januari,2,5.5,1.0,5.6,79.7
2006-01-03,2006,Januari,3,5.1,,5.1,96.1
2006-01-04,2006,Januari,4,4.6,0.1,4.6,89.0
2006-01-05,2006,Januari,5,4.1,1.9,4.5,65.0
2006-01-06,2006,Januari,6,3.4,,3.8,119.1
2006-01-07,2006,Januari,7,4.8,,5.7,121.5
2006-01-08,2006,Januari,8,5.5,,6.3,119.0
2006-01-09,2006,Januari,9,5.8,,6.0,107.8
2006-01-10,2006,Januari,10,5.3,1.0,5.4,79.0
2006-01-11,2006,Januari,11,3.7,1.2,3.9,71.6
2006-01-12,2006,Januari,12,0.1,,1.9,177.7
2006-01-13,2006,Januari,13,1.1,,3.0,158.1
2006-01-14,2006,Januari,14,4.9,,5.2,110.8
2006-01-15,2006,Januari,15,5.0,,5.4,112.2
2006-01-16,2006,Januari,16,4.8,,4.8,90.9
2006-01-17,2006,Januari,17,3.3,,4.8,135.9
2006-01-18,2006,Januari,18,0.2,,1.2,169.2
2006-01-19,2006,Januari,19,1.0,,1.6,139.4
2006-01-20,2006,Januari,20,2.3,,2.6,116.5
2006-01-21,2006,Januari,21,4.9,,5.6,118.8
2006-01-22,2006,Januari,22,3.8,,5.9,140.6
2006-01-23,2006,Januari,23,2.9,,6.9,155.2
2006-01-24,2006,Januari,24,2.7,,6.2,153.7
2006-01-25,2006,Januari,25,2.0,,3.2,140.9
2006-01-26,2006,Januari,26,2.6,,2.8,110.8
2006-01-27,2006,Januari,27,2.7,,3.7,133.3
2006-01-28,2006,Januari,28,1.3,,3.7,159.7
2006-01-29,2006,Januari,29,1.9,,4.5,155.0
2006-01-30,2006,Januari,30,2.4,,5.6,154.3
2006-01-31,2006,Januari,31,0.6,,4.9,173.1
2006-02-01,2006,Februari,1,,,3.5,216.8
2006-02-02,2006,Februari,2,,,3.6,230.3
2006-02-03,2006,Februari,3,,,1.7,267.7
2006-02-04,2006,Februari,4,0.8,0.7,1.1,49.1
2006-02-05,2006,Februari,5,1.4,,1.6,119.3
2006-02-06,2006,Februari,6,0.5,1.6,1.7,15.7
2006-02-07,2006,Februari,7,,3.3,3.4,346.6
2006-02-08,2006,Februari,8,,,1.3,200.2
2006-02-09,2006,Februari,9,3.3,,4.6,133.7
2006-02-10,2006,Februari,10,1.0,,3.7,164.1
2006-02-11,2006,Februari,11,0.1,,0.3,161.7
2006-02-12,2006,Februari,12,1.0,4.3,4.4,13.5
2006-02-13,2006,Februari,13,0.5,1.3,1.4,21.4
2006-02-14,2006,Februari,14,1.9,,2.0,106.5
2006-02-15,2006,Februari,15,2.8,0.5,2.9,81.0
2006-02-16,2006,Februari,16,1.3,2.7,3.0,25.3
2006-02-17,2006,Februari,17,2.4,1.7,2.9,54.2
2006-02-18,2006,Februari,18,0.3,,0.8,159.9
2006-02-19,2006,Februari,19,,0.2,0.5,291.5
2006-02-20,2006,Februari,20,,1.3,1.4,336.2
2006-02-21,2006,Februari,21,,1.6,1.8,334.0
2006-02-22,2006,Februari,22,0.0,1.4,1.4,359.5
2006-02-23,2006,Februari,23,,,1.8,228.8
2006-02-24,2006,Februari,24,,0.2,0.3,317.9
2006-02-25,2006,Februari,25,2.6,0.2,2.6,85.2
2006-02-26,2006,Februari,26,1.9,1.8,2.6,46.9
2006-02-27,2006,Februari,27,2.0,3.0,3.6,34.0
2006-02-28,2006,Februari,28,,2.5,2.7,341.4
2006-03-01,2006,Maret,1,,2.9,3.2,337.0
2006-03-02,2006,Maret,2,0.6,2.7,2.7,12.1
2006-03-03,2006,Maret,3,1.3,,1.5,123.8
2006-03-04,2006,Maret,4,1.4,,3.4,156.0
2006-03-05,2006,Maret,5,,,1.9,241.2
2006-03-06,2006,Maret,6,,0.1,0.9,277.0
2006-03-07,2006,Maret,7,0.5,,0.7,135.0
2006-03-08,2006,Maret,8,1.2,0.3,1.3,75.0
2006-03-09,2006,Maret,9,1.5,0.1,1.5,85.2
2006-03-10,2006,Maret,10,0.1,1.0,1.0,5.7
2006-03-11,2006,Maret,11,1.6,0.5,1.6,72.2
2006-03-12,2006,Maret,12,3.5,0.0,3.5,90.2
2006-03-13,2006,Maret,13,2.9,1.6,3.3,61.2
2006-03-14,2006,Maret,14,3.4,1.4,3.7,68.6
2006-03-15,2006,Maret,15,1.3,,1.6,124.6
2006-03-16,2006,Maret,16,4.7,,5.0,108.7
2006-03-17,2006,Maret,17,7.3,,7.3,96.8
2006-03-18,2006,Maret,18,3.6,,4.5,126.6
2006-03-19,2006,Maret,19,5.1,1.1,5.2,78.2
2006-03-20,2006,Maret,20,6.4,0.2,6.4,88.4
2006-03-21,2006,Maret,21,8.2,,8.3,99.8
2006-03-22,2006,Maret,22,8.9,1.1,9.0,83.1
2006-03-23,2006,Maret,23,7.3,0.0,7.3,89.8
2006-03-24,2006,Maret,24,7.0,1.1,7.1,80.8
2006-03-25,2006,Maret,25,7.3,,7.4,99.9
2006-03-26,2006,Maret,26,9.1,,9.1,97.0
2006-03-27,2006,Maret,27,7.1,0.8,7.2,83.8
2006-03-28,2006,Maret,28,5.4,1.6,5.6,73.5
2006-03-29,2006,Maret,29,4.3,1.4,4.5,72.7
2006-03-30,2006,Maret,30,4.9,0.4,4.9,85.4
2006-03-31,2006,Maret,31,4.0,0.3,4.0,86.0
2006-04-01,2006,April,1,4.5,0.0,4.5,90.2
2006-04-02,2006,April,2,4.2,,4.4,105.1
2006-04-03,2006,April,3,4.8,,4.8,96.9
2006-04-04,2006,April,4,5.5,,5.6,103.0
2006-04-05,2006,April,5,4.9,,5.9,124.0
2006-04-06,2006,April,6,5.4,,7.4,133.7
2006-04-07,2006,April,7,4.1,,6.0,136.8
2006-04-08,2006,April,8,5.7,,5.9,104.0
2006-04-09,2006,April,9,4.2,1.9,4.6,65.2
2006-04-10,2006,April,10,3.5,1.9,4.0,62.2
